source_row_number,kebele_code,display_name,source_region_code,source_zone_code,source_woreda_code,matched_woreda_code,match_method,match_status,review_note
221,ET020101888011,Detbahriy,ET02,ET0201,ET020101,ET020101,EXACT_WOREDA_CODE,MATCHED,
222,ET020102888001,Adgeno Ena Temekule,ET02,ET0201,ET020102,ET020102,EXACT_WOREDA_CODE,MATCHED,
223,ET020102888002,Burena Daba,ET02,ET0201,ET020102,ET020102,EXACT_WOREDA_CODE,MATCHED,
224,ET020102888003,Manda Ena Musa Ali,ET02,ET0201,ET020102,ET020102,EXACT_WOREDA_CODE,MATCHED,
225,ET020102888004,Gewahna Gebelti,ET02,ET0201,ET020102,ET020102,EXACT_WOREDA_CODE,MATCHED,
226,ET020102888005,Sueula Ena Asaeilu,ET02,ET0201,ET020102,ET020102,EXACT_WOREDA_CODE,MATCHED,
227,ET020102888006,Emino Na Esona Temik,ET02,ET0201,ET020102,ET020102,EXACT_WOREDA_CODE,MATCHED,
228,ET020102888007,Meskana Geleblu,ET02,ET0201,ET020102,ET020102,EXACT_WOREDA_CODE,MATCHED,
229,ET020102888008,Dobina Paradizo,ET02,ET0201,ET020102,ET020102,EXACT_WOREDA_CODE,MATCHED,
230,ET020102888009,Wuhalimat(buldugum),ET02,ET0201,ET020102,ET020102,EXACT_WOREDA_CODE,MATCHED,
231,ET020102888010,Galafi Na Gemeri,ET02,ET0201,ET020102,ET020102,EXACT_WOREDA_CODE,MATCHED,
232,ET020102888011,Abana Genisera,ET02,ET0201,ET020102,ET020102,EXACT_WOREDA_CODE,MATCHED,
233,ET020102888012,Akuline Adado,ET02,ET0201,ET020102,ET020102,EXACT_WOREDA_CODE,MATCHED,
234,ET020102888013,Dabuna Wuhan,ET02,ET0201,ET020102,ET020102,EXACT_WOREDA_CODE,MATCHED,
235,ET020102888014,Dolana Lamasen,ET02,ET0201,ET020102,ET020102,EXACT_WOREDA_CODE,MATCHED,
236,ET020102888015,Cigarona Tekibo,ET02,ET0201,ET020102,ET020102,EXACT_WOREDA_CODE,MATCHED,
237,ET020103888001,Galifage,ET02,ET0201,ET020111,ET020111,EXACT_WOREDA_CODE,MATCHED,
238,ET020103888002,Hinele,ET02,ET0201,ET020111,ET020111,EXACT_WOREDA_CODE,MATCHED,
239,ET020103888003,Gehertu,ET02,ET0201,ET020111,ET020111,EXACT_WOREDA_CODE,MATCHED,
240,ET020103888004,Handeg,ET02,ET0201,ET020111,ET020111,EXACT_WOREDA_CODE,MATCHED,
241,ET020103888005,Berga,ET02,ET0201,ET020111,ET020111,EXACT_WOREDA_CODE,MATCHED,
242,ET020103888006,Kerebuda,ET02,ET0201,ET020111,ET020111,EXACT_WOREDA_CODE,MATCHED,
243,ET020103888007,Romayto,ET02,ET0201,ET020111,ET020111,EXACT_WOREDA_CODE,MATCHED,
244,ET020103888008,Keredura,ET02,ET0201,ET020111,ET020111,EXACT_WOREDA_CODE,MATCHED,
245,ET020103888009,Mamule,ET02,ET0201,ET020111,ET020111,EXACT_WOREDA_CODE,MATCHED,
246,ET020103888010,Gelealo,ET02,ET0201,ET020111,ET020111,EXACT_WOREDA_CODE,MATCHED,
247,ET020104888001,Allassabolo,ET02,ET0201,ET020104,ET020104,EXACT_WOREDA_CODE,MATCHED,
248,ET020104888002,Humodoyta,ET02,ET0201,ET020104,ET020104,EXACT_WOREDA_CODE,MATCHED,
249,ET020104888003,Mego,ET02,ET0201,ET020104,ET020104,EXACT_WOREDA_CODE,MATCHED,
250,ET020104888004,Geneti,ET02,ET0201,ET020104,ET020104,EXACT_WOREDA_CODE,MATCHED,
251,ET020104888005,Deka,ET02,ET0201,ET020104,ET020104,EXACT_WOREDA_CODE,MATCHED,
252,ET020104888006,Hurrugubi,ET02,ET0201,ET020104,ET020104,EXACT_WOREDA_CODE,MATCHED,
253,ET020104888007,Harrissa,ET02,ET0201,ET020104,ET020104,EXACT_WOREDA_CODE,MATCHED,
254,ET020105888001,Gegana Burtele,ET02,ET0201,ET020105,ET020105,EXACT_WOREDA_CODE,MATCHED,
255,ET020105888002,Bekeridear,ET02,ET0201,ET020105,ET020105,EXACT_WOREDA_CODE,MATCHED,
256,ET020105888003,Hintimegeyta,ET02,ET0201,ET020105,ET020105,EXACT_WOREDA_CODE,MATCHED,
257,ET020105888004,Harsis Na Bedalo,ET02,ET0201,ET020105,ET020105,EXACT_WOREDA_CODE,MATCHED,
258,ET020105888005,Gesiyona Leas,ET02,ET0201,ET020105,ET020105,EXACT_WOREDA_CODE,MATCHED,
259,ET020105888006,Gewtona Merga,ET02,ET0201,ET020105,ET020105,EXACT_WOREDA_CODE,MATCHED,
260,ET020105888008,Deyluna Geraro,ET02,ET0201,ET020105,ET020105,EXACT_WOREDA_CODE,MATCHED,
261,ET020105888009,Gerarona Aneakelo,ET02,ET0201,ET020105,ET020105,EXACT_WOREDA_CODE,MATCHED,
262,ET020105888010,Asmehamedkudi Na Keaylu,ET02,ET0201,ET020105,ET020105,EXACT_WOREDA_CODE,MATCHED,
263,ET020105888011,Adaytu Ena Ledi,ET02,ET0201,ET020105,ET020105,EXACT_WOREDA_CODE,MATCHED,
264,ET020105888012,Derebnuna Meguda,ET02,ET0201,ET020105,ET020105,EXACT_WOREDA_CODE,MATCHED,
265,ET020105888013,Fayaburina Manat,ET02,ET0201,ET020105,ET020105,EXACT_WOREDA_CODE,MATCHED,
266,ET020105888014,Adaytu,ET02,ET0201,ET020105,ET020105,EXACT_WOREDA_CODE,MATCHED,
267,ET020106888001,Garanaena Kuntela,ET02,ET0201,ET020106,ET020106,EXACT_WOREDA_CODE,MATCHED,
268,ET020106888002,Afuma Ena Tibedeha,ET02,ET0201,ET020106,ET020106,EXACT_WOREDA_CODE,MATCHED,
269,ET020106888003,Meroli Ena Asregid,ET02,ET0201,ET020106,ET020106,EXACT_WOREDA_CODE,MATCHED,
270,ET020106888004,Mesgido,ET02,ET0201,ET020106,ET020106,EXACT_WOREDA_CODE,MATCHED,
271,ET020106888005,Askoma,ET02,ET0201,ET020106,ET020106,EXACT_WOREDA_CODE,MATCHED,
272,ET020106888006,Gerirona Wekelo,ET02,ET0201,ET020106,ET020106,EXACT_WOREDA_CODE,MATCHED,
273,ET020106888007,Teaboji Ena Habetlole,ET02,ET0201,ET020106,ET020106,EXACT_WOREDA_CODE,MATCHED,
274,ET020106888008,Tegirty,ET02,ET0201,ET020106,ET020106,EXACT_WOREDA_CODE,MATCHED,
275,ET020106888009,Yealo,ET02,ET0201,ET020106,ET020106,EXACT_WOREDA_CODE,MATCHED,
276,ET020106888010,Adar Ena Alsia,ET02,ET0201,ET020106,ET020106,EXACT_WOREDA_CODE,MATCHED,
277,ET020106888011,Guraala,ET02,ET0201,ET020106,ET020106,EXACT_WOREDA_CODE,MATCHED,
278,ET020106888012,Dirgira,ET02,ET0201,ET020106,ET020106,EXACT_WOREDA_CODE,MATCHED,
279,ET020106888013,Wanabana Robla,ET02,ET0201,ET020106,ET020106,EXACT_WOREDA_CODE,MATCHED,
280,ET020106888014,Meglala,ET02,ET0201,ET020106,ET020106,EXACT_WOREDA_CODE,MATCHED,
281,ET020106888015,Anderkelo,ET02,ET0201,ET020106,ET020106,EXACT_WOREDA_CODE,MATCHED,
282,ET020106888016,Weama Ena Ader Kelo,ET02,ET0201,ET020106,ET020106,EXACT_WOREDA_CODE,MATCHED,
283,ET020106888017,Semsem,ET02,ET0201,ET020106,ET020106,EXACT_WOREDA_CODE,MATCHED,
284,ET020106888018,Amuli,ET02,ET0201,ET020106,ET020106,EXACT_WOREDA_CODE,MATCHED,
285,ET020107888001,Aguhi,ET02,ET0201,ET020108,ET020108,EXACT_WOREDA_CODE,MATCHED,
286,ET020107888002,Teasuli,ET02,ET0201,ET020108,ET020108,EXACT_WOREDA_CODE,MATCHED,
287,ET020107888003,Guyah,ET02,ET0201,ET020108,ET020108,EXACT_WOREDA_CODE,MATCHED,
288,ET020107888004,Guluble,ET02,ET0201,ET020108,ET020108,EXACT_WOREDA_CODE,MATCHED,
289,ET020107888005,Dabesima,ET02,ET0201,ET020108,ET020108,EXACT_WOREDA_CODE,MATCHED,
290,ET020107888006,Kori,ET02,ET0201,ET020108,ET020108,EXACT_WOREDA_CODE,MATCHED,
291,ET020107888007,edile/korina,ET02,ET0201,ET020108,ET020108,EXACT_WOREDA_CODE,MATCHED,
292,ET020107888008,Tendawo ena hasabuye,ET02,ET0201,ET020108,ET020108,EXACT_WOREDA_CODE,MATCHED,
293,ET020107888009,Abudeli,ET02,ET0201,ET020108,ET020108,EXACT_WOREDA_CODE,MATCHED,
294,ET020107888010,Adeali,ET02,ET0201,ET020108,ET020108,EXACT_WOREDA_CODE,MATCHED,
295,ET020107888011,Daba,ET02,ET0201,ET020108,ET020108,EXACT_WOREDA_CODE,MATCHED,
296,ET020107888012,Lubekda,ET02,ET0201,ET020108,ET020108,EXACT_WOREDA_CODE,MATCHED,
297,ET020107888013,Okoreye,ET02,ET0201,ET020108,ET020108,EXACT_WOREDA_CODE,MATCHED,
298,ET020107888014,Musle,ET02,ET0201,ET020108,ET020108,EXACT_WOREDA_CODE,MATCHED,
299,ET020107888015,Asa,ET02,ET0201,ET020108,ET020108,EXACT_WOREDA_CODE,MATCHED,
300,ET020108888001,Hado,ET02,ET0201,ET020109,ET020109,EXACT_WOREDA_CODE,MATCHED,
301,ET020108888002,Woransona Hormati,ET02,ET0201,ET020109,ET020109,EXACT_WOREDA_CODE,MATCHED,
302,ET020108888003,Siyelunaweki,ET02,ET0201,ET020109,ET020109,EXACT_WOREDA_CODE,MATCHED,
303,ET020108888004,Ledi,ET02,ET0201,ET020109,ET020109,EXACT_WOREDA_CODE,MATCHED,
304,ET020108888005,Adaytu Ena Abako,ET02,ET0201,ET020109,ET020109,EXACT_WOREDA_CODE,MATCHED,
305,ET020108888006,Adear,ET02,ET0201,ET020109,ET020109,EXACT_WOREDA_CODE,MATCHED,
306,ET020108888007,Hada Buta Ena Bolotamo,ET02,ET0201,ET020109,ET020109,EXACT_WOREDA_CODE,MATCHED,
307,ET020108888008,Yeldi,ET02,ET0201,ET020109,ET020109,EXACT_WOREDA_CODE,MATCHED,
308,ET020108888009,Wa'antu Ena Fursa,ET02,ET0201,ET020109,ET020109,EXACT_WOREDA_CODE,MATCHED,
309,ET020108888010,Neile,ET02,ET0201,ET020109,ET020109,EXACT_WOREDA_CODE,MATCHED,
310,ET020108888011,Burka,ET02,ET0201,ET020109,ET020109,EXACT_WOREDA_CODE,MATCHED,
311,ET020108888012,Busedima,ET02,ET0201,ET020109,ET020109,EXACT_WOREDA_CODE,MATCHED,
312,ET020109888001,Tewoo,ET02,ET0201,20109,ET020109,EXACT_WOREDA_CODE,MATCHED,
313,ET020109888002,Megenta,ET02,ET0201,20109,ET020109,EXACT_WOREDA_CODE,MATCHED,
314,ET020109888003,Tangayecoma,ET02,ET0201,20109,ET020109,EXACT_WOREDA_CODE,MATCHED,
315,ET020109888004,Eroli,ET02,ET0201,20109,ET020109,EXACT_WOREDA_CODE,MATCHED,
316,ET020109888005,Gelato,ET02,ET0201,20109,ET020109,EXACT_WOREDA_CODE,MATCHED,
317,ET020109888006,Manet,ET02,ET0201,20109,ET020109,EXACT_WOREDA_CODE,MATCHED,
318,ET020109888007,Fealu,ET02,ET0201,20109,ET020109,EXACT_WOREDA_CODE,MATCHED,
319,ET020109888008,Senganasolis,ET02,ET0201,20109,ET020109,EXACT_WOREDA_CODE,MATCHED,
320,ET020109888009,Ehaile,ET02,ET0201,20109,ET020109,EXACT_WOREDA_CODE,MATCHED,
321,ET020109888010,Asmera,ET02,ET0201,20109,ET020109,EXACT_WOREDA_CODE,MATCHED,
322,ET020201888001,Daligeso,ET02,ET0202,ET020201,ET020201,EXACT_WOREDA_CODE,MATCHED,
323,ET020201888002,Embile,ET02,ET0202,ET020201,ET020201,EXACT_WOREDA_CODE,MATCHED,
324,ET020201888003,La 'ad,ET02,ET0202,ET020201,ET020201,EXACT_WOREDA_CODE,MATCHED,
325,ET020201888004,Adu,ET02,ET0202,ET020201,ET020201,EXACT_WOREDA_CODE,MATCHED,
326,ET020201888005,Garbena,ET02,ET0202,ET020201,ET020201,EXACT_WOREDA_CODE,MATCHED,
327,ET020201888006,Erebti,ET02,ET0202,ET020201,ET020201,EXACT_WOREDA_CODE,MATCHED,
328,ET020201888007,Albo,ET02,ET0202,ET020201,ET020201,EXACT_WOREDA_CODE,MATCHED,
329,ET020201888008,Bahri,ET02,ET0202,ET020201,ET020201,EXACT_WOREDA_CODE,MATCHED,
330,ET020201888009,Arodele,ET02,ET0202,ET020201,ET020201,EXACT_WOREDA_CODE,MATCHED,
331,ET020201888010,Andergolo,ET02,ET0202,ET020201,ET020201,EXACT_WOREDA_CODE,MATCHED,
332,ET020201888011,Faiytu,ET02,ET0202,ET020201,ET020201,EXACT_WOREDA_CODE,MATCHED,
333,ET020201888012,Hayten,ET02,ET0202,ET020201,ET020201,EXACT_WOREDA_CODE,MATCHED,
334,ET020201888013,Alayta,ET02,ET0202,ET020201,ET020201,EXACT_WOREDA_CODE,MATCHED,
335,ET020202888001,Goaa ena gedahara,ET02,ET0202,ET020202,ET020202,EXACT_WOREDA_CODE,MATCHED,
336,ET020202888002,Fisho,ET02,ET0202,ET020202,ET020202,EXACT_WOREDA_CODE,MATCHED,
337,ET020202888003,Wahides,ET02,ET0202,ET020202,ET020202,EXACT_WOREDA_CODE,MATCHED,
338,ET020202888004,Alheena,ET02,ET0202,ET020202,ET020202,EXACT_WOREDA_CODE,MATCHED,
339,ET020202888005,Uruhi ena adegahino,ET02,ET0202,ET020202,ET020202,EXACT_WOREDA_CODE,MATCHED,
340,ET020203888001,Adkelu,ET02,ET0202,ET020203,ET020203,EXACT_WOREDA_CODE,MATCHED,
341,ET020203888002,Wesema,ET02,ET0202,ET020203,ET020203,EXACT_WOREDA_CODE,MATCHED,
342,ET020203888003,Gube,ET02,ET0202,ET020203,ET020203,EXACT_WOREDA_CODE,MATCHED,
343,ET020203888009,Galeyso,ET02,ET0202,ET020203,ET020203,EXACT_WOREDA_CODE,MATCHED,
344,ET020203888010,Mireyle,ET02,ET0202,ET020203,ET020203,EXACT_WOREDA_CODE,MATCHED,
345,ET020203888011,Hariden,ET02,ET0202,ET020203,ET020203,EXACT_WOREDA_CODE,MATCHED,
346,ET020204888001,Tonsa,ET02,ET0202,ET020204,ET020204,EXACT_WOREDA_CODE,MATCHED,
347,ET020204888002,Faro,ET02,ET0202,ET020204,ET020204,EXACT_WOREDA_CODE,MATCHED,
348,ET020204888003,Gimerida,ET02,ET0202,ET020204,ET020204,EXACT_WOREDA_CODE,MATCHED,
349,ET020204888004,Limo,ET02,ET0202,ET020204,ET020204,EXACT_WOREDA_CODE,MATCHED,
350,ET020204888005,Bubush,ET02,ET0202,ET020204,ET020204,EXACT_WOREDA_CODE,MATCHED,
351,ET020204888006,Aradu,ET02,ET0202,ET020204,ET020204,EXACT_WOREDA_CODE,MATCHED,
352,ET020204888007,Hida,ET02,ET0202,ET020204,ET020204,EXACT_WOREDA_CODE,MATCHED,
353,ET020205888001,Sebana demale,ET02,ET0202,ET020205,ET020205,EXACT_WOREDA_CODE,MATCHED,
354,ET020205888002,Korana adobya,ET02,ET0202,ET020205,ET020205,EXACT_WOREDA_CODE,MATCHED,
355,ET020205888003,Dear,ET02,ET0202,ET020205,ET020205,EXACT_WOREDA_CODE,MATCHED,
356,ET020205888004,Sarae,ET02,ET0202,ET020205,ET020205,EXACT_WOREDA_CODE,MATCHED,
357,ET020205888005,guben,ET02,ET0202,ET020205,ET020205,EXACT_WOREDA_CODE,MATCHED,
358,ET020205888006,Lela ala,ET02,ET0202,ET020205,ET020205,EXACT_WOREDA_CODE,MATCHED,
359,ET020205888007,Burie,ET02,ET0202,ET020205,ET020205,EXACT_WOREDA_CODE,MATCHED,
360,ET020205888008,Doda ala,ET02,ET0202,ET020205,ET020205,EXACT_WOREDA_CODE,MATCHED,
361,ET020205888009,Ala,ET02,ET0202,ET020205,ET020205,EXACT_WOREDA_CODE,MATCHED,
362,ET020206888001,Aindib,ET02,ET0202,ET020206,ET020206,EXACT_WOREDA_CODE,MATCHED,
363,ET020206888002,Leasgedy,ET02,ET0202,ET020206,ET020206,EXACT_WOREDA_CODE,MATCHED,
364,ET020206888003,Gerset,ET02,ET0202,ET020206,ET020206,EXACT_WOREDA_CODE,MATCHED,
365,ET020206888004,Badda adimirug,ET02,ET0202,ET020206,ET020206,EXACT_WOREDA_CODE,MATCHED,
366,ET020206888005,Bada irimile,ET02,ET0202,ET020206,ET020206,EXACT_WOREDA_CODE,MATCHED,
367,ET020206888006,Beheyta,ET02,ET0202,ET020206,ET020206,EXACT_WOREDA_CODE,MATCHED,
368,ET020206888007,Elifan ena kuleli,ET02,ET0202,ET020206,ET020206,EXACT_WOREDA_CODE,MATCHED,
369,ET020206888008,Sinbelele,ET02,ET0202,ET020206,ET020206,EXACT_WOREDA_CODE,MATCHED,
370,ET020206888009,Mao,ET02,ET0202,ET020206,ET020206,EXACT_WOREDA_CODE,MATCHED,
371,ET020206888010,Sebiba,ET02,ET0202,ET020206,ET020206,EXACT_WOREDA_CODE,MATCHED,
372,ET020206888011,Barihe,ET02,ET0202,ET020206,ET020206,EXACT_WOREDA_CODE,MATCHED,
373,ET020206888012,Adharo,ET02,ET0202,ET020206,ET020206,EXACT_WOREDA_CODE,MATCHED,
374,ET020206888013,Asagara,ET02,ET0202,ET020206,ET020206,EXACT_WOREDA_CODE,MATCHED,
375,ET020207888001,Namagub,ET02,ET0202,ET020207,ET020207,EXACT_WOREDA_CODE,MATCHED,
376,ET020207888002,Argale,ET02,ET0202,ET020207,ET020207,EXACT_WOREDA_CODE,MATCHED,
377,ET020207888003,Dabure,ET02,ET0202,ET020207,ET020207,EXACT_WOREDA_CODE,MATCHED,
378,ET020207888004,Ayturaha,ET02,ET0202,ET020207,ET020207,EXACT_WOREDA_CODE,MATCHED,
379,ET020207888005,Harsuma,ET02,ET0202,ET020207,ET020207,EXACT_WOREDA_CODE,MATCHED,
380,ET020207888006,Yalibahe,ET02,ET0202,ET020207,ET020207,EXACT_WOREDA_CODE,MATCHED,
381,ET020207888007,Kusruwad,ET02,ET0202,ET020207,ET020207,EXACT_WOREDA_CODE,MATCHED,
382,ET020207888008,Adihela,ET02,ET0202,ET020207,ET020207,EXACT_WOREDA_CODE,MATCHED,
383,ET020207888009,Aligenda,ET02,ET0202,ET020207,ET020207,EXACT_WOREDA_CODE,MATCHED,
384,ET020208888001,Arorena Teetali,ET02,ET0202,ET020208,ET020208,EXACT_WOREDA_CODE,MATCHED,
385,ET020208888002,Agum,ET02,ET0202,ET020208,ET020208,EXACT_WOREDA_CODE,MATCHED,
386,ET020208888003,Bure,ET02,ET0202,ET020208,ET020208,EXACT_WOREDA_CODE,MATCHED,
387,ET020208888004,Bereali,ET02,ET0202,ET020208,ET020208,EXACT_WOREDA_CODE,MATCHED,
388,ET020208888005,Mogrosna Musala,ET02,ET0202,ET020208,ET020208,EXACT_WOREDA_CODE,MATCHED,
389,ET020208888006,Aleb,ET02,ET0202,ET020208,ET020208,EXACT_WOREDA_CODE,MATCHED,
390,ET020208888007,Tiyo,ET02,ET0202,ET020208,ET020208,EXACT_WOREDA_CODE,MATCHED,
391,ET020301888001,Gelsa,ET02,ET0203,ET020301,ET020301,EXACT_WOREDA_CODE,MATCHED,
392,ET020301888002,Halidebi,ET02,ET0203,ET020301,ET020301,EXACT_WOREDA_CODE,MATCHED,
393,ET020301888003,Angelele,ET02,ET0203,ET020301,ET020301,EXACT_WOREDA_CODE,MATCHED,
394,ET020301888004,Kelati Buri,ET02,ET0203,ET020301,ET020301,EXACT_WOREDA_CODE,MATCHED,
395,ET020301888005,Hasoba,ET02,ET0203,ET020301,ET020301,EXACT_WOREDA_CODE,MATCHED,
396,ET020301888006,Bonta,ET02,ET0203,ET020301,ET020301,EXACT_WOREDA_CODE,MATCHED,
397,ET020301888007,Koma Gidaro,ET02,ET0203,ET020301,ET020301,EXACT_WOREDA_CODE,MATCHED,
398,ET020301888008,Badahamo,ET02,ET0203,ET020301,ET020301,EXACT_WOREDA_CODE,MATCHED,
399,ET020301888009,Aabil,ET02,ET0203,ET020301,ET020301,EXACT_WOREDA_CODE,MATCHED,
400,ET020301888010,Haleysumale,ET02,ET0203,ET020301,ET020301,EXACT_WOREDA_CODE,MATCHED,
401,ET020301888011,Bedelu Ale,ET02,ET0203,ET020301,ET020301,EXACT_WOREDA_CODE,MATCHED,
402,ET020301888012,Hali Dege,ET02,ET0203,ET020301,ET020301,EXACT_WOREDA_CODE,MATCHED,
403,ET020302888001,Kebena,ET02,ET0203,ET020302,ET020302,EXACT_WOREDA_CODE,MATCHED,
404,ET020302888002,Bolyta,ET02,ET0203,ET020302,ET020302,EXACT_WOREDA_CODE,MATCHED,
405,ET020302888003,Sabure,ET02,ET0203,ET020302,ET020302,EXACT_WOREDA_CODE,MATCHED,
406,ET020302888004,Diho,ET02,ET0203,ET020302,ET020302,EXACT_WOREDA_CODE,MATCHED,
407,ET020302888005,Dudub,ET02,ET0203,ET020302,ET020302,EXACT_WOREDA_CODE,MATCHED,
408,ET020303888001,Kada Bada,ET02,ET0203,ET020303,ET020303,EXACT_WOREDA_CODE,MATCHED,
409,ET020303888002,Gebyabora,ET02,ET0203,ET020303,ET020303,EXACT_WOREDA_CODE,MATCHED,
410,ET020303888003,Gelila Dora,ET02,ET0203,ET020303,ET020303,EXACT_WOREDA_CODE,MATCHED,
411,ET020303888004,Yegile,ET02,ET0203,ET020303,ET020303,EXACT_WOREDA_CODE,MATCHED,
412,ET020303888005,Ourafita,ET02,ET0203,ET020303,ET020303,EXACT_WOREDA_CODE,MATCHED,
413,ET020303888006,Bireforo,ET02,ET0203,ET020303,ET020303,EXACT_WOREDA_CODE,MATCHED,
414,ET020303888007,Bieda,ET02,ET0203,ET020303,ET020303,EXACT_WOREDA_CODE,MATCHED,
415,ET020303888008,Adbaro,ET02,ET0203,ET020303,ET020303,EXACT_WOREDA_CODE,MATCHED,
416,ET020303888009,Hundufo,ET02,ET0203,ET020303,ET020303,EXACT_WOREDA_CODE,MATCHED,
417,ET020304888001,Dire,ET02,ET0203,ET020304,ET020304,EXACT_WOREDA_CODE,MATCHED,
418,ET020304888002,Burtele,ET02,ET0203,ET020304,ET020304,EXACT_WOREDA_CODE,MATCHED,
419,ET020304888003,Garbuhaf,ET02,ET0203,ET020304,ET020304,EXACT_WOREDA_CODE,MATCHED,
420,ET020304888004,Tirtira,ET02,ET0203,ET020304,ET020304,EXACT_WOREDA_CODE,MATCHED,
421,ET020304888005,Asbehari,ET02,ET0203,ET020304,ET020304,EXACT_WOREDA_CODE,MATCHED,
422,ET020304888006,Isi kelile,ET02,ET0203,ET020304,ET020304,EXACT_WOREDA_CODE,MATCHED,
423,ET020304888007,Hurunto,ET02,ET0203,ET020304,ET020304,EXACT_WOREDA_CODE,MATCHED,
424,ET020304888008,Kefis idele,ET02,ET0203,ET020304,ET020304,EXACT_WOREDA_CODE,MATCHED,
425,ET020304888009,Hugub,ET02,ET0203,ET020304,ET020304,EXACT_WOREDA_CODE,MATCHED,
426,ET020304888010,Seganto,ET02,ET0203,ET020304,ET020304,EXACT_WOREDA_CODE,MATCHED,
427,ET020304888011,Durifli,ET02,ET0203,ET020304,ET020304,EXACT_WOREDA_CODE,MATCHED,
428,ET020306888001,Werkamba,ET02,ET0203,ET020306,ET020306,EXACT_WOREDA_CODE,MATCHED,
429,ET020306888002,Geberoch,ET02,ET0203,ET020306,ET020306,EXACT_WOREDA_CODE,MATCHED,
430,ET020306888003,Cheno,ET02,ET0203,ET020306,ET020306,EXACT_WOREDA_CODE,MATCHED,
431,ET020306888004,Goze,ET02,ET0203,ET020306,ET020306,EXACT_WOREDA_CODE,MATCHED,
432,ET020306888005,Coca,ET02,ET0203,ET020306,ET020306,EXACT_WOREDA_CODE,MATCHED,
433,ET020306888006,Debreko,ET02,ET0203,ET020306,ET020306,EXACT_WOREDA_CODE,MATCHED,
434,ET020306888007,Sufi Ager,ET02,ET0203,ET020306,ET020306,EXACT_WOREDA_CODE,MATCHED,
435,ET020306888008,Abali,ET02,ET0203,ET020306,ET020306,EXACT_WOREDA_CODE,MATCHED,
436,ET020306888009,Lay Metekleya,ET02,ET0203,ET020306,ET020306,EXACT_WOREDA_CODE,MATCHED,
437,ET020306888010,Tach Metekleya,ET02,ET0203,ET020306,ET020306,EXACT_WOREDA_CODE,MATCHED,
438,ET020306888011,Bilu,ET02,ET0203,ET020306,ET020306,EXACT_WOREDA_CODE,MATCHED,
439,ET020306888012,Chisa,ET02,ET0203,ET020306,ET020306,EXACT_WOREDA_CODE,MATCHED,
440,ET020307888001,Diyara,ET02,ET0203,ET020305,ET020305,EXACT_WOREDA_CODE,MATCHED,
441,ET020307888002,Buri,ET02,ET0203,ET020305,ET020305,EXACT_WOREDA_CODE,MATCHED,
442,ET020307888003,Rebena Segento,ET02,ET0203,ET020305,ET020305,EXACT_WOREDA_CODE,MATCHED,
443,ET020307888004,Tutli,ET02,ET0203,ET020305,ET020305,EXACT_WOREDA_CODE,MATCHED,
444,ET020307888005,Adlelita,ET02,ET0203,ET020305,ET020305,EXACT_WOREDA_CODE,MATCHED,
445,ET020307888006,Burka,ET02,ET0203,ET020305,ET020305,EXACT_WOREDA_CODE,MATCHED,
446,ET020307888007,Derabto,ET02,ET0203,ET020305,ET020305,EXACT_WOREDA_CODE,MATCHED,
447,ET020307888008,Dengelegita,ET02,ET0203,ET020305,ET020305,EXACT_WOREDA_CODE,MATCHED,
448,ET020307888009,Moriburi,ET02,ET0203,ET020305,ET020305,EXACT_WOREDA_CODE,MATCHED,
