source_row_number,kebele_code,display_name,source_region_code,source_zone_code,source_woreda_code,matched_woreda_code,match_method,match_status,review_note
12994,ET041009888013,Biftu Odda,ET04,ET0410,ET041009,ET041009,EXACT_WOREDA_CODE,MATCHED,
12995,ET041009888014,Dhoke Kuxer_1,ET04,ET0410,ET041009,ET041009,EXACT_WOREDA_CODE,MATCHED,
12996,ET041009888015,Dhoke Kuxer_2,ET04,ET0410,ET041009,ET041009,EXACT_WOREDA_CODE,MATCHED,
12997,ET041009888016,Ifa Jalala,ET04,ET0410,ET041009,ET041009,EXACT_WOREDA_CODE,MATCHED,
12998,ET041009888017,Dursitu Bilisuma,ET04,ET0410,ET041009,ET041009,EXACT_WOREDA_CODE,MATCHED,
12999,ET041009888018,Chalanko Lolla,ET04,ET0410,ET041009,ET041009,EXACT_WOREDA_CODE,MATCHED,
13000,ET041009888019,Bakalcha Oromiya,ET04,ET0410,ET041009,ET041009,EXACT_WOREDA_CODE,MATCHED,
13001,ET041009888020,Burka Jalala Kuxer,ET04,ET0410,ET041009,ET041009,EXACT_WOREDA_CODE,MATCHED,
13002,ET041009888021,Yakka Gorro Biyoor,ET04,ET0410,ET041009,ET041009,EXACT_WOREDA_CODE,MATCHED,
13003,ET041009888022,Muddi Lenchaa,ET04,ET0410,ET041009,ET041009,EXACT_WOREDA_CODE,MATCHED,
13004,ET041009888023,Ittisa Qollo,ET04,ET0410,ET041009,ET041009,EXACT_WOREDA_CODE,MATCHED,
13005,ET041009888024,Gedera,ET04,ET0410,ET041009,ET041009,EXACT_WOREDA_CODE,MATCHED,
13006,ET041009888025,Walenso Kuxer_1,ET04,ET0410,ET041009,ET041009,EXACT_WOREDA_CODE,MATCHED,
13007,ET041009888026,Bekeye Kuxer_1,ET04,ET0410,ET041009,ET041009,EXACT_WOREDA_CODE,MATCHED,
13008,ET041009888027,Bekeye Kuxer_2,ET04,ET0410,ET041009,ET041009,EXACT_WOREDA_CODE,MATCHED,
13009,ET041009888028,Ellabiro,ET04,ET0410,ET041009,ET041009,EXACT_WOREDA_CODE,MATCHED,
13010,ET041009888029,Laleftu,ET04,ET0410,ET041009,ET041009,EXACT_WOREDA_CODE,MATCHED,
13011,ET041009888030,Duyda Ella,ET04,ET0410,ET041009,ET041009,EXACT_WOREDA_CODE,MATCHED,
13012,ET041009888031,Walenso Kuxer_2,ET04,ET0410,ET041009,ET041009,EXACT_WOREDA_CODE,MATCHED,
13013,ET041009888032,Harrow Kuxer_1,ET04,ET0410,ET041009,ET041009,EXACT_WOREDA_CODE,MATCHED,
13014,ET041009888033,Biftu Ganama,ET04,ET0410,ET041009,ET041009,EXACT_WOREDA_CODE,MATCHED,
13015,ET041009888034,Waligalte Balina,ET04,ET0410,ET041009,ET041009,EXACT_WOREDA_CODE,MATCHED,
13016,ET041009888035,Berrenni,ET04,ET0410,ET041009,ET041009,EXACT_WOREDA_CODE,MATCHED,
13017,ET041009888036,Odda Chafe,ET04,ET0410,ET041009,ET041009,EXACT_WOREDA_CODE,MATCHED,
13018,ET041009888037,Harrow Kuxer_2,ET04,ET0410,ET041009,ET041009,EXACT_WOREDA_CODE,MATCHED,
13019,ET041009888038,Chafe Ramisi,ET04,ET0410,ET041009,ET041009,EXACT_WOREDA_CODE,MATCHED,
13020,ET041009888039,Odda Walta,ET04,ET0410,ET041009,ET041009,EXACT_WOREDA_CODE,MATCHED,
13021,ET041010888001,Sepalo,ET04,ET0410,ET041089,ET041089,EXACT_WOREDA_CODE,MATCHED,
13022,ET041010888002,Jiru Ifa,ET04,ET0410,ET041089,ET041089,EXACT_WOREDA_CODE,MATCHED,
13023,ET041010888003,Welta Donkole,ET04,ET0410,ET041089,ET041089,EXACT_WOREDA_CODE,MATCHED,
13024,ET041010888004,Nedi,ET04,ET0410,ET041089,ET041089,EXACT_WOREDA_CODE,MATCHED,
13025,ET041010888005,Tesso,ET04,ET0410,ET041089,ET041089,EXACT_WOREDA_CODE,MATCHED,
13026,ET041010888006,Burka Gurati,ET04,ET0410,ET041089,ET041089,EXACT_WOREDA_CODE,MATCHED,
13027,ET041010888007,Bika,ET04,ET0410,ET041089,ET041089,EXACT_WOREDA_CODE,MATCHED,
13028,ET041010888008,Bilu Nejata,ET04,ET0410,ET041089,ET041089,EXACT_WOREDA_CODE,MATCHED,
13029,ET041010888009,Ifa Jalela,ET04,ET0410,ET041089,ET041089,EXACT_WOREDA_CODE,MATCHED,
13030,ET041010888010,Ido Jalela,ET04,ET0410,ET041089,ET041089,EXACT_WOREDA_CODE,MATCHED,
13031,ET041010888011,Yeka Aman,ET04,ET0410,ET041089,ET041089,EXACT_WOREDA_CODE,MATCHED,
13032,ET041010888012,Yeka Jalela,ET04,ET0410,ET041089,ET041089,EXACT_WOREDA_CODE,MATCHED,
13033,ET041010888013,Biftu Diremu,ET04,ET0410,ET041089,ET041089,EXACT_WOREDA_CODE,MATCHED,
13034,ET041010888014,Yeka Umema Tokuma,ET04,ET0410,ET041089,ET041089,EXACT_WOREDA_CODE,MATCHED,
13035,ET041010888015,Hora Weligela,ET04,ET0410,ET041089,ET041089,EXACT_WOREDA_CODE,MATCHED,
13036,ET041010888016,Cafe Aneni,ET04,ET0410,ET041089,ET041089,EXACT_WOREDA_CODE,MATCHED,
13037,ET041010888017,Lafto Mede Telila,ET04,ET0410,ET041089,ET041089,EXACT_WOREDA_CODE,MATCHED,
13038,ET041010888018,Gorogutu,ET04,ET0410,ET041089,ET041089,EXACT_WOREDA_CODE,MATCHED,
13039,ET041010888019,Mekenisa Weltaha,ET04,ET0410,ET041089,ET041089,EXACT_WOREDA_CODE,MATCHED,
13040,ET041010888020,Erer Mede Hin Cine,ET04,ET0410,ET041089,ET041089,EXACT_WOREDA_CODE,MATCHED,
13041,ET041010888021,Kobo Weltaha,ET04,ET0410,ET041089,ET041089,EXACT_WOREDA_CODE,MATCHED,
13042,ET041010888022,Medisa Weltaha,ET04,ET0410,ET041089,ET041089,EXACT_WOREDA_CODE,MATCHED,
13043,ET041010888023,Medisa Jalela,ET04,ET0410,ET041089,ET041089,EXACT_WOREDA_CODE,MATCHED,
13044,ET041010888024,Burka Ela,ET04,ET0410,ET041089,ET041089,EXACT_WOREDA_CODE,MATCHED,
13045,ET041010888025,Harkonca Deda,ET04,ET0410,ET041089,ET041089,EXACT_WOREDA_CODE,MATCHED,
13046,ET041010888026,Burka Tokuma,ET04,ET0410,ET041089,ET041089,EXACT_WOREDA_CODE,MATCHED,
13047,ET041010888027,Ifa Daba,ET04,ET0410,ET041089,ET041089,EXACT_WOREDA_CODE,MATCHED,
13048,ET041010888028,Werji Jalela,ET04,ET0410,ET041089,ET041089,EXACT_WOREDA_CODE,MATCHED,
13049,ET041011888001,Burka Bereka,ET04,ET0410,ET041011,ET041011,EXACT_WOREDA_CODE,MATCHED,
13050,ET041011888002,Cheka Gemechu,ET04,ET0410,ET041011,ET041011,EXACT_WOREDA_CODE,MATCHED,
13051,ET041011888003,Chefe Gurmu,ET04,ET0410,ET041011,ET041011,EXACT_WOREDA_CODE,MATCHED,
13052,ET041011888004,Obi Kutir_2,ET04,ET0410,ET041011,ET041011,EXACT_WOREDA_CODE,MATCHED,
13053,ET041011888005,Obi Kutir_1,ET04,ET0410,ET041011,ET041011,EXACT_WOREDA_CODE,MATCHED,
13054,ET041011888006,Lele Kufa,ET04,ET0410,ET041011,ET041011,EXACT_WOREDA_CODE,MATCHED,
13055,ET041011888007,Oda Kebena,ET04,ET0410,ET041011,ET041011,EXACT_WOREDA_CODE,MATCHED,
13056,ET041011888008,Welteha Geba,ET04,ET0410,ET041011,ET041011,EXACT_WOREDA_CODE,MATCHED,
13057,ET041011888009,Burka Geba,ET04,ET0410,ET041011,ET041011,EXACT_WOREDA_CODE,MATCHED,
13058,ET041011888010,Medde Jalela,ET04,ET0410,ET041011,ET041011,EXACT_WOREDA_CODE,MATCHED,
13059,ET041011888011,Geba Gudina,ET04,ET0410,ET041011,ET041011,EXACT_WOREDA_CODE,MATCHED,
13060,ET041011888012,Biyo Negeya,ET04,ET0410,ET041011,ET041011,EXACT_WOREDA_CODE,MATCHED,
13061,ET041011888013,Hake Bas,ET04,ET0410,ET041011,ET041011,EXACT_WOREDA_CODE,MATCHED,
13062,ET041011888014,Haro Migna,ET04,ET0410,ET041011,ET041011,EXACT_WOREDA_CODE,MATCHED,
13063,ET041011888015,Kebso Tekuma,ET04,ET0410,ET041011,ET041011,EXACT_WOREDA_CODE,MATCHED,
13064,ET041011888016,Golu,ET04,ET0410,ET041011,ET041011,EXACT_WOREDA_CODE,MATCHED,
13065,ET041011888017,Nano Jalela,ET04,ET0410,ET041011,ET041011,EXACT_WOREDA_CODE,MATCHED,
13066,ET041011888018,Welteha Gudina,ET04,ET0410,ET041011,ET041011,EXACT_WOREDA_CODE,MATCHED,
13067,ET041011888019,Nedigelansedi,ET04,ET0410,ET041011,ET041011,EXACT_WOREDA_CODE,MATCHED,
13068,ET041011888020,Yatu,ET04,ET0410,ET041011,ET041011,EXACT_WOREDA_CODE,MATCHED,
13069,ET041011888021,Dire Welteha,ET04,ET0410,ET041011,ET041011,EXACT_WOREDA_CODE,MATCHED,
13070,ET041011888022,Kura Deder,ET04,ET0410,ET041011,ET041011,EXACT_WOREDA_CODE,MATCHED,
13071,ET041011888023,Mumicha,ET04,ET0410,ET041011,ET041011,EXACT_WOREDA_CODE,MATCHED,
13072,ET041011888024,Abaye,ET04,ET0410,ET041011,ET041011,EXACT_WOREDA_CODE,MATCHED,
13073,ET041011888025,Hufe,ET04,ET0410,ET041011,ET041011,EXACT_WOREDA_CODE,MATCHED,
13074,ET041011888026,Jirme,ET04,ET0410,ET041011,ET041011,EXACT_WOREDA_CODE,MATCHED,
13075,ET041011888027,Burka Jalela,ET04,ET0410,ET041011,ET041011,EXACT_WOREDA_CODE,MATCHED,
13076,ET041011888028,Gogowisa,ET04,ET0410,ET041011,ET041011,EXACT_WOREDA_CODE,MATCHED,
13077,ET041011888029,Harenfemekuni,ET04,ET0410,ET041011,ET041011,EXACT_WOREDA_CODE,MATCHED,
13078,ET041011888030,Ife Bas,ET04,ET0410,ET041011,ET041011,EXACT_WOREDA_CODE,MATCHED,
13079,ET041011888031,Lemen Welteha,ET04,ET0410,ET041011,ET041011,EXACT_WOREDA_CODE,MATCHED,
13080,ET041011888032,Urji Jalela,ET04,ET0410,ET041011,ET041011,EXACT_WOREDA_CODE,MATCHED,
13081,ET041011888033,Mixo,ET04,ET0410,ET041011,ET041011,EXACT_WOREDA_CODE,MATCHED,
13082,ET041011888034,Bishan Adi,ET04,ET0410,ET041011,ET041011,EXACT_WOREDA_CODE,MATCHED,
13083,ET041011888035,Cella Negeya,ET04,ET0410,ET041011,ET041011,EXACT_WOREDA_CODE,MATCHED,
13084,ET041011888036,Burka Negeya,ET04,ET0410,ET041011,ET041011,EXACT_WOREDA_CODE,MATCHED,
13085,ET041011888037,Cheka Meyre Jalela,ET04,ET0410,ET041011,ET041011,EXACT_WOREDA_CODE,MATCHED,
13086,ET041012888001,Biftu Oromiya,ET04,ET0410,ET041012,ET041012,EXACT_WOREDA_CODE,MATCHED,
13087,ET041012888002,Kufa Kas,ET04,ET0410,ET041012,ET041012,EXACT_WOREDA_CODE,MATCHED,
13088,ET041012888003,Chefe Jeneta,ET04,ET0410,ET041012,ET041012,EXACT_WOREDA_CODE,MATCHED,
13089,ET041012888004,Burka Negeya,ET04,ET0410,ET041012,ET041012,EXACT_WOREDA_CODE,MATCHED,
13090,ET041012888005,Welda Misoma,ET04,ET0410,ET041012,ET041012,EXACT_WOREDA_CODE,MATCHED,
13091,ET041012888006,Fule Negeya,ET04,ET0410,ET041012,ET041012,EXACT_WOREDA_CODE,MATCHED,
13092,ET041012888007,Daba Kenisa,ET04,ET0410,ET041012,ET041012,EXACT_WOREDA_CODE,MATCHED,
13093,ET041012888008,Mulisa Haka,ET04,ET0410,ET041012,ET041012,EXACT_WOREDA_CODE,MATCHED,
13094,ET041012888009,Tokuma Jalela,ET04,ET0410,ET041012,ET041012,EXACT_WOREDA_CODE,MATCHED,
13095,ET041012888010,Chefe Welteha,ET04,ET0410,ET041012,ET041012,EXACT_WOREDA_CODE,MATCHED,
13096,ET041012888011,Boko Jalela,ET04,ET0410,ET041012,ET041012,EXACT_WOREDA_CODE,MATCHED,
13097,ET041012888012,Mekenisa,ET04,ET0410,ET041012,ET041012,EXACT_WOREDA_CODE,MATCHED,
13098,ET041012888013,Biftu Negeya,ET04,ET0410,ET041012,ET041012,EXACT_WOREDA_CODE,MATCHED,
13099,ET041012888014,Dhoble,ET04,ET0410,ET041012,ET041012,EXACT_WOREDA_CODE,MATCHED,
13100,ET041012888015,Dega Belo,ET04,ET0410,ET041012,ET041012,EXACT_WOREDA_CODE,MATCHED,
13101,ET041012888016,Ifa Bas,ET04,ET0410,ET041012,ET041012,EXACT_WOREDA_CODE,MATCHED,
13102,ET041012888017,Dire Kufa,ET04,ET0410,ET041012,ET041012,EXACT_WOREDA_CODE,MATCHED,
13103,ET041012888018,Tokuma Kane,ET04,ET0410,ET041012,ET041012,EXACT_WOREDA_CODE,MATCHED,
13104,ET041012888019,Fre Kabso,ET04,ET0410,ET041012,ET041012,EXACT_WOREDA_CODE,MATCHED,
13105,ET041012888020,Welkituma Bilisuma,ET04,ET0410,ET041012,ET041012,EXACT_WOREDA_CODE,MATCHED,
13106,ET041012888021,Haka Mulis,ET04,ET0410,ET041012,ET041012,EXACT_WOREDA_CODE,MATCHED,
13107,ET041012888022,Tokuma Bilisuma,ET04,ET0410,ET041012,ET041012,EXACT_WOREDA_CODE,MATCHED,
13108,ET041013888001,Ija Biya,ET04,ET0410,ET041013,ET041013,EXACT_WOREDA_CODE,MATCHED,
13109,ET041013888002,Rare Jeneta,ET04,ET0410,ET041013,ET041013,EXACT_WOREDA_CODE,MATCHED,
13110,ET041013888003,Goro Wado,ET04,ET0410,ET041013,ET041013,EXACT_WOREDA_CODE,MATCHED,
13111,ET041013888004,Balchek Kela,ET04,ET0410,ET041013,ET041013,EXACT_WOREDA_CODE,MATCHED,
13112,ET041013888005,Weldiya Ramis,ET04,ET0410,ET041013,ET041013,EXACT_WOREDA_CODE,MATCHED,
13113,ET041013888006,Harewa Balina,ET04,ET0410,ET041013,ET041013,EXACT_WOREDA_CODE,MATCHED,
13114,ET041013888007,Dada Furda,ET04,ET0410,ET041013,ET041013,EXACT_WOREDA_CODE,MATCHED,
13115,ET041013888008,Tirtiro Mangudo,ET04,ET0410,ET041013,ET041013,EXACT_WOREDA_CODE,MATCHED,
13116,ET041013888009,Rasa Jeneta,ET04,ET0410,ET041013,ET041013,EXACT_WOREDA_CODE,MATCHED,
13117,ET041013888010,Mojo Hamid,ET04,ET0410,ET041013,ET041013,EXACT_WOREDA_CODE,MATCHED,
13118,ET041013888011,Lencha,ET04,ET0410,ET041013,ET041013,EXACT_WOREDA_CODE,MATCHED,
13119,ET041013888012,Chefe Belina,ET04,ET0410,ET041013,ET041013,EXACT_WOREDA_CODE,MATCHED,
13120,ET041013888013,Meta Ramis,ET04,ET0410,ET041013,ET041013,EXACT_WOREDA_CODE,MATCHED,
13121,ET041013888014,Mangudo Ramis,ET04,ET0410,ET041013,ET041013,EXACT_WOREDA_CODE,MATCHED,
13122,ET041013888015,Biyo Ramis,ET04,ET0410,ET041013,ET041013,EXACT_WOREDA_CODE,MATCHED,
13123,ET041013888016,Gololicha,ET04,ET0410,ET041013,ET041013,EXACT_WOREDA_CODE,MATCHED,
13124,ET041013888017,Dirota Ramis,ET04,ET0410,ET041013,ET041013,EXACT_WOREDA_CODE,MATCHED,
13125,ET041013888018,Bereket,ET04,ET0410,ET041013,ET041013,EXACT_WOREDA_CODE,MATCHED,
13126,ET041013888019,Enchini,ET04,ET0410,ET041013,ET041013,EXACT_WOREDA_CODE,MATCHED,
13127,ET041013888020,Mada Negaya,ET04,ET0410,ET041013,ET041013,EXACT_WOREDA_CODE,MATCHED,
13128,ET041013888021,Dechatu Mojo,ET04,ET0410,ET041013,ET041013,EXACT_WOREDA_CODE,MATCHED,
13129,ET041013888022,Hariro Gulty,ET04,ET0410,ET041013,ET041013,EXACT_WOREDA_CODE,MATCHED,
13130,ET041013888023,Gobaharo,ET04,ET0410,ET041013,ET041013,EXACT_WOREDA_CODE,MATCHED,
13131,ET041013888024,Dodota Mojo,ET04,ET0410,ET041013,ET041013,EXACT_WOREDA_CODE,MATCHED,
13132,ET041013888025,Kere Ifa,ET04,ET0410,ET041013,ET041013,EXACT_WOREDA_CODE,MATCHED,
13133,ET041013888026,Asheko Deneba,ET04,ET0410,ET041013,ET041013,EXACT_WOREDA_CODE,MATCHED,
13134,ET041013888027,Hindesa,ET04,ET0410,ET041013,ET041013,EXACT_WOREDA_CODE,MATCHED,
13135,ET041013888028,Dertu Ramis,ET04,ET0410,ET041013,ET041013,EXACT_WOREDA_CODE,MATCHED,
13136,ET041013888029,Ije Buna,ET04,ET0410,ET041013,ET041013,EXACT_WOREDA_CODE,MATCHED,
13137,ET041013888030,Illili Derartu,ET04,ET0410,ET041013,ET041013,EXACT_WOREDA_CODE,MATCHED,
13138,ET041013888031,Tortora Kela,ET04,ET0410,ET041013,ET041013,EXACT_WOREDA_CODE,MATCHED,
13139,ET041013888032,Oda Bishan,ET04,ET0410,ET041013,ET041013,EXACT_WOREDA_CODE,MATCHED,
13140,ET041013888033,Bureka Bedaso,ET04,ET0410,ET041013,ET041013,EXACT_WOREDA_CODE,MATCHED,
13141,ET041013888034,Haro Kersa,ET04,ET0410,ET041013,ET041013,EXACT_WOREDA_CODE,MATCHED,
13142,ET041013888035,Bortolo,ET04,ET0410,ET041013,ET041013,EXACT_WOREDA_CODE,MATCHED,
13143,ET041013888036,Haredeneba,ET04,ET0410,ET041013,ET041013,EXACT_WOREDA_CODE,MATCHED,
13144,ET041013888037,Toretora Guda,ET04,ET0410,ET041013,ET041013,EXACT_WOREDA_CODE,MATCHED,
13145,ET041013888038,Jiru Belena,ET04,ET0410,ET041013,ET041013,EXACT_WOREDA_CODE,MATCHED,
13146,ET041013888039,Burka Negaya,ET04,ET0410,ET041013,ET041013,EXACT_WOREDA_CODE,MATCHED,
13147,ET041013888040,Genemi,ET04,ET0410,ET041013,ET041013,EXACT_WOREDA_CODE,MATCHED,
13148,ET041014888001,Kerensa,ET04,ET0410,ET041014,ET041014,EXACT_WOREDA_CODE,MATCHED,
13149,ET041014888002,Terkanfeta,ET04,ET0410,ET041014,ET041014,EXACT_WOREDA_CODE,MATCHED,
13150,ET041014888003,Mudi Bali,ET04,ET0410,ET041014,ET041014,EXACT_WOREDA_CODE,MATCHED,
13151,ET041014888004,Biyo Weraba,ET04,ET0410,ET041014,ET041014,EXACT_WOREDA_CODE,MATCHED,
13152,ET041014888005,Urji,ET04,ET0410,ET041014,ET041014,EXACT_WOREDA_CODE,MATCHED,
13153,ET041014888006,Lencha,ET04,ET0410,ET041014,ET041014,EXACT_WOREDA_CODE,MATCHED,
13154,ET041014888007,Barzala,ET04,ET0410,ET041014,ET041014,EXACT_WOREDA_CODE,MATCHED,
13155,ET041014888008,Roba,ET04,ET0410,ET041014,ET041014,EXACT_WOREDA_CODE,MATCHED,
13156,ET041014888009,Bilisuma,ET04,ET0410,ET041014,ET041014,EXACT_WOREDA_CODE,MATCHED,
13157,ET041014888010,Kufa,ET04,ET0410,ET041014,ET041014,EXACT_WOREDA_CODE,MATCHED,
13158,ET041014888011,Mudi Tola,ET04,ET0410,ET041014,ET041014,EXACT_WOREDA_CODE,MATCHED,
13159,ET041014888012,Negeya Midhega,ET04,ET0410,ET041014,ET041014,EXACT_WOREDA_CODE,MATCHED,
13160,ET041014888013,Didimtu Kaliya,ET04,ET0410,ET041014,ET041014,EXACT_WOREDA_CODE,MATCHED,
13161,ET041014888014,Ibro Musa,ET04,ET0410,ET041014,ET041014,EXACT_WOREDA_CODE,MATCHED,
13162,ET041014888015,Jido Geri,ET04,ET0410,ET041014,ET041014,EXACT_WOREDA_CODE,MATCHED,
13163,ET041014888016,Mukura,ET04,ET0410,ET041014,ET041014,EXACT_WOREDA_CODE,MATCHED,
13164,ET041014888017,Lege Ture,ET04,ET0410,ET041014,ET041014,EXACT_WOREDA_CODE,MATCHED,
13165,ET041014888018,Selama,ET04,ET0410,ET041014,ET041014,EXACT_WOREDA_CODE,MATCHED,
13166,ET041015888001,Dawe Eresa,ET04,ET0410,ET041015,ET041015,EXACT_WOREDA_CODE,MATCHED,
13167,ET041015888002,Kora Dawe,ET04,ET0410,ET041015,ET041015,EXACT_WOREDA_CODE,MATCHED,
13168,ET041015888003,Mudhi Dawe,ET04,ET0410,ET041015,ET041015,EXACT_WOREDA_CODE,MATCHED,
13169,ET041015888004,Sarte,ET04,ET0410,ET041015,ET041015,EXACT_WOREDA_CODE,MATCHED,
13170,ET041015888005,Amola,ET04,ET0410,ET041015,ET041015,EXACT_WOREDA_CODE,MATCHED,
13171,ET041015888006,Kaliga,ET04,ET0410,ET041015,ET041015,EXACT_WOREDA_CODE,MATCHED,
13172,ET041015888007,Kalaroga,ET04,ET0410,ET041015,ET041015,EXACT_WOREDA_CODE,MATCHED,
13173,ET041015888008,Mulisa Egu,ET04,ET0410,ET041015,ET041015,EXACT_WOREDA_CODE,MATCHED,
13174,ET041015888009,Mulisa Guda,ET04,ET0410,ET041015,ET041015,EXACT_WOREDA_CODE,MATCHED,
13175,ET041015888010,Gola Wacu,ET04,ET0410,ET041015,ET041015,EXACT_WOREDA_CODE,MATCHED,
13176,ET041015888011,Walensu,ET04,ET0410,ET041015,ET041015,EXACT_WOREDA_CODE,MATCHED,
13177,ET041015888012,Kobo Bika,ET04,ET0410,ET041015,ET041015,EXACT_WOREDA_CODE,MATCHED,
13178,ET041015888013,Ulan Ula,ET04,ET0410,ET041015,ET041015,EXACT_WOREDA_CODE,MATCHED,
13179,ET041015888014,Badu Elemo,ET04,ET0410,ET041015,ET041015,EXACT_WOREDA_CODE,MATCHED,
13180,ET041015888015,Kocher,ET04,ET0410,ET041015,ET041015,EXACT_WOREDA_CODE,MATCHED,
13181,ET041015888016,Lugo,ET04,ET0410,ET041015,ET041015,EXACT_WOREDA_CODE,MATCHED,
13182,ET041015888017,Golemayu,ET04,ET0410,ET041015,ET041015,EXACT_WOREDA_CODE,MATCHED,
13183,ET041015888018,Gololecha,ET04,ET0410,ET041015,ET041015,EXACT_WOREDA_CODE,MATCHED,
13184,ET041015888019,Bifitu Ware,ET04,ET0410,ET041015,ET041015,EXACT_WOREDA_CODE,MATCHED,
13185,ET041015888020,Tiro Gudo,ET04,ET0410,ET041015,ET041015,EXACT_WOREDA_CODE,MATCHED,
13186,ET041015888021,Chachale,ET04,ET0410,ET041015,ET041015,EXACT_WOREDA_CODE,MATCHED,
13187,ET041015888022,Yug Yug,ET04,ET0410,ET041015,ET041015,EXACT_WOREDA_CODE,MATCHED,
13188,ET041015888023,Mesno,ET04,ET0410,ET041015,ET041015,EXACT_WOREDA_CODE,MATCHED,
13189,ET041015888024,Merer,ET04,ET0410,ET041015,ET041015,EXACT_WOREDA_CODE,MATCHED,
13190,ET041015888025,Dembesle,ET04,ET0410,ET041015,ET041015,EXACT_WOREDA_CODE,MATCHED,
13191,ET041015888026,Dag Dare,ET04,ET0410,ET041015,ET041015,EXACT_WOREDA_CODE,MATCHED,
13192,ET041015888027,Migira,ET04,ET0410,ET041015,ET041015,EXACT_WOREDA_CODE,MATCHED,
13193,ET041015888028,Gudu Gurez,ET04,ET0410,ET041015,ET041015,EXACT_WOREDA_CODE,MATCHED,
13194,ET041015888029,Keraru,ET04,ET0410,ET041015,ET041015,EXACT_WOREDA_CODE,MATCHED,
13195,ET041015888030,Gela,ET04,ET0410,ET041015,ET041015,EXACT_WOREDA_CODE,MATCHED,
13196,ET041015888031,Tiro Sentere,ET04,ET0410,ET041015,ET041015,EXACT_WOREDA_CODE,MATCHED,
13197,ET041015888032,Chirile,ET04,ET0410,ET041015,ET041015,EXACT_WOREDA_CODE,MATCHED,
13198,ET041015888033,Turkelo,ET04,ET0410,ET041015,ET041015,EXACT_WOREDA_CODE,MATCHED,
13199,ET041015888034,Mekanisa Oromo,ET04,ET0410,ET041015,ET041015,EXACT_WOREDA_CODE,MATCHED,
13200,ET041015888035,Belega,ET04,ET0410,ET041015,ET041015,EXACT_WOREDA_CODE,MATCHED,
13201,ET041015888036,Mekanisa Hasen Eybo,ET04,ET0410,ET041015,ET041015,EXACT_WOREDA_CODE,MATCHED,
13202,ET041015888037,Arbe Eid,ET04,ET0410,ET041015,ET041015,EXACT_WOREDA_CODE,MATCHED,
13203,ET041015888038,Biyo Gebabdu,ET04,ET0410,ET041015,ET041015,EXACT_WOREDA_CODE,MATCHED,
13204,ET041015888039,Wachu,ET04,ET0410,ET041015,ET041015,EXACT_WOREDA_CODE,MATCHED,
13205,ET041015888040,Kalmale,ET04,ET0410,ET041015,ET041015,EXACT_WOREDA_CODE,MATCHED,
13206,ET041015888041,Wachu 1,ET04,ET0410,ET041015,ET041015,EXACT_WOREDA_CODE,MATCHED,
13207,ET041015888042,Orda,ET04,ET0410,ET041015,ET041015,EXACT_WOREDA_CODE,MATCHED,
13208,ET041015888043,Orda 3,ET04,ET0410,ET041015,ET041015,EXACT_WOREDA_CODE,MATCHED,
13209,ET041015888044,Orda 1,ET04,ET0410,ET041015,ET041015,EXACT_WOREDA_CODE,MATCHED,
13210,ET041016888001,Meta Mojo,ET04,ET0410,ET041016,ET041016,EXACT_WOREDA_CODE,MATCHED,
13211,ET041016888002,Birbirsa,ET04,ET0410,ET041016,ET041016,EXACT_WOREDA_CODE,MATCHED,
13212,ET041016888003,Mojo Sade,ET04,ET0410,ET041016,ET041016,EXACT_WOREDA_CODE,MATCHED,
13213,ET041016888004,Lencha,ET04,ET0410,ET041016,ET041016,EXACT_WOREDA_CODE,MATCHED,
13214,ET041016888005,Rasa Jeneta,ET04,ET0410,ET041016,ET041016,EXACT_WOREDA_CODE,MATCHED,
13215,ET041016888006,Hula Jeneta,ET04,ET0410,ET041016,ET041016,EXACT_WOREDA_CODE,MATCHED,
13216,ET041016888007,Burka Jeneta,ET04,ET0410,ET041016,ET041016,EXACT_WOREDA_CODE,MATCHED,
13217,ET041016888008,Gefera Burka,ET04,ET0410,ET041016,ET041016,EXACT_WOREDA_CODE,MATCHED,
13218,ET041016888009,Goro Jalela,ET04,ET0410,ET041016,ET041016,EXACT_WOREDA_CODE,MATCHED,
13219,ET041016888010,Gefre Kenchera,ET04,ET0410,ET041016,ET041016,EXACT_WOREDA_CODE,MATCHED,
13220,ET041016888011,Kurfa Biyo,ET04,ET0410,ET041016,ET041016,EXACT_WOREDA_CODE,MATCHED,
13221,ET041016888012,Jiru Gamachu,ET04,ET0410,ET041016,ET041016,EXACT_WOREDA_CODE,MATCHED,
13222,ET041016888013,Ejersa Tobota,ET04,ET0410,ET041016,ET041016,EXACT_WOREDA_CODE,MATCHED,
13223,ET041016888014,Mera Gudina,ET04,ET0410,ET041016,ET041016,EXACT_WOREDA_CODE,MATCHED,
13224,ET041016888015,Lafto Harawa,ET04,ET0410,ET041016,ET041016,EXACT_WOREDA_CODE,MATCHED,
13225,ET041016888016,Lafto Somolo,ET04,ET0410,ET041016,ET041016,EXACT_WOREDA_CODE,MATCHED,
13226,ET041016888017,Mojo Laga Oda,ET04,ET0410,ET041016,ET041016,EXACT_WOREDA_CODE,MATCHED,
13227,ET041016888018,Mojo Tosmo,ET04,ET0410,ET041016,ET041016,EXACT_WOREDA_CODE,MATCHED,
13228,ET041016888019,Lafto Ela Tatesa,ET04,ET0410,ET041016,ET041016,EXACT_WOREDA_CODE,MATCHED,
